preset_name,nozzle_variant,nozzle_diameter,high_flow,indx,filament_type,filament_vendor,filament_max_volumetric_speed,temperature,first_layer_temperature,bed_temperature,first_layer_bed_temperature,chamber_temperature,chamber_minimal_temperature,extrusion_multiplier,filament_abrasive,filament_retract_length,filament_retract_speed,min_fan_speed,max_fan_speed,cooling,fan_always_on,filament_shrinkage_compensation_xy,pressure_advance_m572_s,pa_conditional,pa_note
ColorFabb PA Neat @COREONE 0.6,0.6,0.6,0,0,PA,ColorFabb,7,280,280,100,100,55,40,1.04,,1,,10,25,1,0,0.28%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
ColorFabb PA-CF @COREONE 0.6,0.6,0.6,0,0,PA,ColorFabb,6,270,270,90,90,55,40,1,1,1,,15,30,1,0,0.28%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya PETG Carbon @COREONE,0.4,0.4,0,0,PETG,Kimya,12,240,240,90,85,,,1.05,1,0.8,,20,40,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya PETG Carbon @COREONE 0.6,0.6,0.6,0,0,PETG,Kimya,9,235,240,90,85,35,0,1.05,1,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya PETG Carbon @COREONE 0.8,0.8,0.8,0,0,PETG,Kimya,14,240,240,90,85,35,0,1.05,1,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya ABS Carbon @COREONE,0.4,0.4,0,0,ABS,Kimya,6,260,260,110,110,55,40,1,1,,,15,20,1,0,0%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya ABS Carbon @COREONE 0.6,0.6,0.6,0,0,ABS,Kimya,10,255,260,110,110,55,40,1,1,,,15,20,1,0,0%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya ABS Carbon @COREONE 0.8,0.8,0.8,0,0,ABS,Kimya,14,260,260,110,110,55,40,1,1,,,15,20,1,0,0%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya ABS Kevlar @COREONE,0.4,0.4,0,0,ABS,Kimya,15,260,260,110,110,55,40,1,1,,,15,20,1,0,0%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya ABS Kevlar @COREONE 0.6,0.6,0.6,0,0,ABS,Kimya,10,260,260,110,110,55,40,1,1,,,15,20,1,0,0%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya ABS Kevlar @COREONE 0.8,0.8,0.8,0,0,ABS,Kimya,14,260,260,110,110,55,40,1,1,,,15,20,1,0,0%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya PEBA-S @COREONE,0.4,0.4,0,0,PEBA,Kimya,6.5,250,250,90,85,35,0,1,,0.8,,30,20,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya PEBA-S @COREONE 0.6,0.6,0.6,0,0,PEBA,Kimya,8,245,250,90,85,35,0,1,,0.8,,30,20,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Kimya PEBA-S @COREONE 0.8,0.8,0.8,0,0,PEBA,Kimya,10,250,250,90,85,35,0,1,,0.8,,30,20,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
E3D Edge @COREONE,0.4,0.4,0,0,EDGE,E3D,12,240,240,90,85,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
E3D Edge @COREONE 0.6,0.6,0.6,0,0,EDGE,E3D,17,240,240,90,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
E3D Edge @COREONE 0.8,0.8,0.8,0,0,EDGE,E3D,22,240,240,90,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
E3D Edge @COREONE HF0.4,HF0.4,0.4,1,0,EDGE,E3D,22,240,240,90,85,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
E3D Edge @COREONE HF0.5,HF0.5,0.5,1,0,EDGE,E3D,24,240,240,90,85,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
E3D Edge @COREONE HF0.6,HF0.6,0.6,1,0,EDGE,E3D,30,240,240,90,85,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
E3D Edge @COREONE HF0.8,HF0.8,0.8,1,0,EDGE,E3D,36,240,240,90,85,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum PLA @COREONE,0.4,0.4,0,0,PLA,Fillamentum,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Fillamentum,15.5,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Fillamentum,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Fillamentum,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Fillamentum,24,220,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Fillamentum,28,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Fillamentum,35,220,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ABS @COREONE,0.4,0.4,0,0,ABS,Fillamentum,15,240,240,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Fillamentum,15,240,240,110,110,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Fillamentum,18,240,240,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Fillamentum,25,240,240,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Fillamentum,27,240,240,110,110,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ABS @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Fillamentum,34,240,240,110,110,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ABS @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Fillamentum,36,240,240,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ASA @COREONE,0.4,0.4,0,0,ASA,Fillamentum,15,260,260,110,110,55,40,1,,,,20,25,1,1,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ASA @COREONE 0.6,0.6,0.6,0,0,ASA,Fillamentum,15,260,260,110,110,55,40,1,,,,20,25,1,1,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ASA @COREONE 0.8,0.8,0.8,0,0,ASA,Fillamentum,18,260,260,110,110,55,40,1,,,,20,30,1,1,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ASA @COREONE HF0.4,HF0.4,0.4,1,0,ASA,Fillamentum,25,260,260,110,110,55,40,1,,,,20,25,1,1,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ASA @COREONE HF0.5,HF0.5,0.5,1,0,ASA,Fillamentum,27,260,260,110,110,55,40,1,,,,20,25,1,1,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ASA @COREONE HF0.6,HF0.6,0.6,1,0,ASA,Fillamentum,34,260,260,110,110,55,40,1,,,,20,25,1,1,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum ASA @COREONE HF0.8,HF0.8,0.8,1,0,ASA,Fillamentum,36,260,260,110,110,55,40,1,,,,20,30,1,1,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament ASA @COREONE,0.4,0.4,0,0,ASA,Prusa Polymers,15,260,260,110,110,55,40,1,,,,20,25,1,1,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament ASA @COREONE 0.6,0.6,0.6,0,0,ASA,Prusa Polymers,15,260,260,110,110,55,40,1,,,,20,25,1,1,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament ASA @COREONE 0.8,0.8,0.8,0,0,ASA,Prusa Polymers,15,260,260,110,110,55,40,1,,,,20,30,1,1,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament ASA @COREONE HF0.4,HF0.4,0.4,1,0,ASA,Prusa Polymers,26,265,265,110,110,55,40,1,,,,20,25,1,1,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament ASA @COREONE HF0.5,HF0.5,0.5,1,0,ASA,Prusa Polymers,27,265,265,110,110,55,40,1,,,,20,25,1,1,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament ASA @COREONE HF0.6,HF0.6,0.6,1,0,ASA,Prusa Polymers,34,265,265,110,110,55,40,1,,,,20,25,1,1,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament ASA @COREONE HF0.8,HF0.8,0.8,1,0,ASA,Prusa Polymers,36,270,270,110,110,55,40,1,,,,20,30,1,1,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament ASA @COREONEINDX HF0.4,INDX HF0.4,0.4,1,1,ASA,Prusa Polymers,30,265,265,110,110,55,40,1,,0.8,,20,25,1,1,0.22%,0.022,,
Prusament PC Blend @COREONE,0.4,0.4,0,0,PC,Prusa Polymers,12,275,275,115,110,55,40,1,,,,15,25,1,0,0.18%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend @COREONE 0.6,0.6,0.6,0,0,PC,Prusa Polymers,15,275,275,115,110,55,40,1,,,,15,25,1,0,0.18%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend @COREONE 0.8,0.8,0.8,0,0,PC,Prusa Polymers,18,275,275,115,110,55,40,1,,,,15,30,1,0,0.18%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend @COREONE HF0.4,HF0.4,0.4,1,0,PC,Prusa Polymers,22,275,275,115,110,55,40,1,,,,15,25,1,0,0.18%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend @COREONE HF0.5,HF0.5,0.5,1,0,PC,Prusa Polymers,24,275,275,115,110,55,40,1,,,,15,25,1,0,0.18%,0.035,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend @COREONE HF0.6,HF0.6,0.6,1,0,PC,Prusa Polymers,28,275,275,115,110,55,40,1,,,,15,25,1,0,0.18%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend @COREONE HF0.8,HF0.8,0.8,1,0,PC,Prusa Polymers,36,280,280,115,110,55,40,1,,,,15,30,1,0,0.18%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend @COREONEINDX HF0.4,INDX HF0.4,0.4,1,1,PC,Prusa Polymers,22,285,285,115,110,55,40,1,,1,,15,25,1,0,0.18%,0.06,,
Prusament PC Blend Carbon Fiber @COREONE,0.4,0.4,0,0,PC,Prusa Polymers,9,285,285,115,110,55,40,1.04,1,,,15,30,1,0,0%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend Carbon Fiber @COREONE 0.6,0.6,0.6,0,0,PC,Prusa Polymers,13,280,285,115,110,55,40,1.04,1,,,15,30,1,0,0%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend Carbon Fiber @COREONE 0.8,0.8,0.8,0,0,PC,Prusa Polymers,18,285,285,115,110,55,40,1.04,1,,,15,30,1,0,0%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Blend Carbon Fiber @COREONEINDX HF0.4,INDX HF0.4,0.4,1,1,PC,Prusa Polymers,13,290,290,115,110,55,40,1.03,1,,,15,30,1,0,0%,0.05,,
Prusament PC Space Grade @COREONE,0.4,0.4,0,0,PC,Prusa Polymers,9,290,290,120,120,55,40,1.02,1,,,15,20,1,0,0%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Space Grade @COREONE 0.6,0.6,0.6,0,0,PC,Prusa Polymers,13,290,290,120,120,55,40,1.02,1,,,15,20,1,0,0%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PC Space Grade @COREONE 0.8,0.8,0.8,0,0,PC,Prusa Polymers,18,290,290,120,120,55,40,1.02,1,,,15,20,1,0,0%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PA11 Carbon Fiber @COREONE,0.4,0.4,0,0,PA,Prusa Polymers,6.5,285,275,115,90,55,40,1.05,1,,,15,20,1,0,0%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PA11 Carbon Fiber @COREONE 0.6,0.6,0.6,0,0,PA,Prusa Polymers,8,285,275,115,90,55,40,1.05,1,,,15,20,1,0,0%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PA11 Carbon Fiber @COREONE 0.8,0.8,0.8,0,0,PA,Prusa Polymers,10,285,275,115,90,55,40,1.05,1,,,15,20,1,0,0%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PA11 @COREONE,0.4,0.4,0,0,PA,Prusa Polymers,6.5,275,275,115,90,55,45,1,,,,15,20,1,0,0.4,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PA11 @COREONE 0.6,0.6,0.6,0,0,PA,Prusa Polymers,8,275,275,115,90,55,45,1,,,,20,30,1,0,0.4,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PP Carbon Fiber @COREONE,0.4,0.4,0,0,PP,Prusa Polymers,4,270,270,85,95,55,40,1.09,1,,,0,0,1,0,0%,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PP Carbon Fiber @COREONE 0.6,0.6,0.6,0,0,PP,Prusa Polymers,6,270,270,85,95,55,40,1.09,1,,,0,0,1,0,0%,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PP Carbon Fiber @COREONE 0.8,0.8,0.8,0,0,PP,Prusa Polymers,8,270,270,85,95,55,40,1.09,1,,,0,0,1,0,0%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Prusament PP Glass Fiber @COREONE,0.4,0.4,0,0,PP,Prusa Polymers,5,245,245,95,100,0,0,1.03,1,2,60,10,15,1,,0%,,,no M572 in start_filament_gcode
Prusament PP Glass Fiber @COREONE 0.6,0.6,0.6,0,0,PP,Prusa Polymers,7.5,245,245,95,100,0,0,1.03,1,2,60,10,15,1,,0%,,,no M572 in start_filament_gcode
Prusament PP Glass Fiber @COREONE 0.8,0.8,0.8,0,0,PP,Prusa Polymers,10,245,245,95,100,0,0,1.03,1,2,60,10,15,1,,0%,,,no M572 in start_filament_gcode
Fillamentum CPE @COREONE,0.4,0.4,0,0,CPE,Fillamentum,12,270,275,90,90,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum CPE @COREONE 0.6,0.6,0.6,0,0,CPE,Fillamentum,17,265,275,90,90,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum CPE @COREONE 0.8,0.8,0.8,0,0,CPE,Fillamentum,22,270,275,90,90,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum CPE @COREONE HF0.4,HF0.4,0.4,1,0,CPE,Fillamentum,22,270,275,90,90,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum CPE @COREONE HF0.5,HF0.5,0.5,1,0,CPE,Fillamentum,24,265,275,90,90,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum CPE @COREONE HF0.6,HF0.6,0.6,1,0,CPE,Fillamentum,30,265,275,90,90,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum CPE @COREONE HF0.8,HF0.8,0.8,1,0,CPE,Fillamentum,36,270,275,90,90,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum Timberfill @COREONE,0.4,0.4,0,0,PLA,Fillamentum,11,190,190,60,60,20,0,1.1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum Timberfill @COREONE 0.6,0.6,0.6,0,0,PLA,Fillamentum,13,190,190,60,60,20,0,1.05,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Fillamentum Timberfill @COREONE 0.8,0.8,0.8,0,0,PLA,Fillamentum,17,190,190,60,60,20,0,1.05,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Smartfil Wood @COREONE,0.4,0.4,0,0,PLA,Smart Materials 3D,11,220,220,60,60,20,0,1.1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Smartfil Wood @COREONE 0.6,0.6,0.6,0,0,PLA,Smart Materials 3D,13,215,220,60,60,20,0,1.05,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Smartfil Wood @COREONE 0.8,0.8,0.8,0,0,PLA,Smart Materials 3D,17,220,220,60,60,20,0,1.05,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic ABS @COREONE,0.4,0.4,0,0,ABS,Generic,15,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Generic,15,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Generic,15,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Generic,25,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Generic,27,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic ABS @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Generic,34,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic ABS @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Generic,36,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic ABS @COREONEINDX HF0.4,INDX HF0.4,0.4,1,1,ABS,Generic,25,260,260,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,,
Esun ABS @COREONE,0.4,0.4,0,0,ABS,Esun,15,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Esun ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Esun,15,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Esun ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Esun,18,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Esun ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Esun,25,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Esun ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Esun,27,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Esun ABS @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Esun,34,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Esun ABS @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Esun,36,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Hatchbox ABS @COREONE,0.4,0.4,0,0,ABS,Hatchbox,15,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Hatchbox ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Hatchbox,15,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Hatchbox ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Hatchbox,18,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Hatchbox ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Hatchbox,25,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Hatchbox ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Hatchbox,27,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Hatchbox ABS @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Hatchbox,34,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Hatchbox ABS @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Hatchbox,36,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ABS @COREONE,0.4,0.4,0,0,ABS,Filament PM,15,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Filament PM,15,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Filament PM,18,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Filament PM,25,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Filament PM,27,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ABS @COREONE HF0.6,HF0.6,0.6,1,0,ABS,Filament PM,34,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ABS @COREONE HF0.8,HF0.8,0.8,1,0,ABS,Filament PM,36,255,255,110,110,55,40,1,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
